,订单id,交易id,父交易id,交易金额,错误码,交易类别,交易状态,交易创建日期
25814,876124607997,1075163829757,,56.6,,sale,success,2018-01-31
25815,876137027069,1075179689469,,57.81,,sale,success,2018-01-31
25816,874500396541,1075190142461,1073127921149,24.4,,refund,success,2018-01-31
25817,876145874429,1075190404605,,56.6,,sale,success,2018-01-31
25818,876146333181,1075190830589,,194.8,,sale,success,2018-01-31
25819,876155639293,1075204036093,,114.54,,sale,success,2018-01-31
25820,876165567997,1075215996413,,199.73,,sale,success,2018-01-31
25821,874477426173,1075224483325,1073098659325,23.6,,refund,success,2018-01-31
25822,875988522493,1075230447101,1074997892605,7.0,,refund,success,2018-01-31
25823,876181558781,1075235067389,,148.92,,sale,success,2018-01-31
25824,876187260413,1075241784829,,132.0,,sale,success,2018-01-31
25825,854505625085,1075243488765,1048228140541,35.0,,refund,success,2018-01-31
25826,876190504445,1075245356541,,81.9,,sale,success,2018-01-31
25827,869797795325,1075249419773,1067253831165,14.3,,refund,success,2018-01-31
25828,876203415037,1075261904381,,74.01,,sale,success,2018-01-31
25829,874639955453,1075262264829,1073300477437,8.6,,refund,success,2018-01-31
25830,876212164093,1075272586749,,49.05,,sale,success,2018-01-31
25831,854087898621,1075286480381,1047715091965,68.0,,refund,success,2018-01-31
25832,876223632893,1075289265661,,36.4,,sale,success,2018-01-31
25833,876224189949,1075290215933,,32.4,,sale,success,2018-01-31
25834,876226319869,1075291395581,,52.73,incorrect_zip,sale,failure,2018-01-31
25835,876226319869,1075292607997,,52.73,,sale,success,2018-01-31
25836,876228810237,1075295622653,,195.33,,sale,success,2018-01-31
25837,876234315261,1075302438397,,237.92,,sale,success,2018-01-31
25838,876253910525,1075327014397,,20.44,incorrect_zip,sale,failure,2018-01-31
25839,876253910525,1075328259581,,20.44,,sale,success,2018-01-31
25840,876258694653,1075335206397,,111.0,,sale,success,2018-01-31
25841,876258989565,1075335599613,,79.0,,sale,success,2018-01-31
25842,876261119485,1075338253821,,44.49,,sale,success,2018-01-31
25843,876284843517,1075367417341,,47.32,,sale,success,2018-01-31
25844,876287497725,1075370726909,,81.24,,sale,success,2018-01-31
25845,876297426429,1075383342589,,153.4,,sale,success,2018-01-31
25846,876301686269,1075387045373,,65.69,incorrect_zip,sale,failure,2018-01-31
25847,876301686269,1075388519933,,65.69,,sale,success,2018-01-31
25848,876306863613,1075395466749,,70.07,,sale,success,2018-01-31
25849,876316628477,1075407885821,,106.86,,sale,success,2018-01-31
25850,876325508605,1075418600957,,101.4,,sale,success,2018-01-31
25851,876258694653,1075422041597,1075335206397,111.0,,refund,success,2018-01-31
25852,876334323197,1075429643773,,43.2,,sale,success,2018-01-31
25853,876336584189,1075432330749,,23.64,,sale,success,2018-01-31
25854,876341958141,1075438917117,,40.29,,sale,success,2018-01-31
25855,876344481277,1075441833469,,134.4,,sale,success,2018-01-31
25856,876358079997,1075457398269,,40.29,,sale,success,2018-01-31
25857,876359685629,1075459331581,,108.35,,sale,success,2018-01-31
25858,876362372605,1075462837757,,36.96,,sale,success,2018-01-31
25859,876372432381,1075475387901,,44.84,,sale,success,2018-01-31
25860,876389733885,1075496293885,,40.11,,sale,success,2018-01-31
25861,876391863805,1075498718717,,133.7,,sale,success,2018-01-31
25862,876400023037,1075508909565,,60.92,,sale,success,2018-01-31
25863,876406216189,1075516380669,,55.18,,sale,success,2018-01-31
25864,876418405885,1075531519485,,99.0,,sale,success,2018-01-31
25865,876448749053,1075569726973,,20.52,,sale,success,2018-01-31
25866,876459070973,1075582899709,,62.9,,sale,success,2018-01-31
25867,876464543229,1075589682685,,48.76,,sale,success,2018-01-31
25868,876466116093,1075591714301,,78.6,,sale,success,2018-01-31
25869,876474177021,1075601970685,,103.04,,sale,success,2018-01-31
25870,875591636477,1075623499261,1074512336381,4.8,,refund,success,2018-01-31
25871,876493346301,1075625694717,,27.88,,sale,success,2018-01-31
25872,876494099965,1075626710525,,56.6,,sale,success,2018-01-31
25873,876494657021,1075627333117,,28.9,,sale,success,2018-01-31
25874,876501079549,1075635099133,,27.6,,sale,success,2018-01-31
25875,876508386813,1075644143101,,91.8,,sale,success,2018-01-31
25876,876519233021,1075657381373,,67.8,,sale,success,2018-01-31
25877,876534896125,1075677304317,,40.11,,sale,success,2018-01-31
25878,876536010237,1075678746109,,128.16,,sale,success,2018-01-31
25879,876544103933,1075689199101,,59.5,,sale,success,2018-01-31
25880,876558030333,1075705976317,,49.05,,sale,success,2018-01-31
25881,876569630205,1075721115133,,219.55,,sale,success,2018-01-31
25882,876569990653,1075721639421,,134.42,,sale,success,2018-01-31
25883,876579526141,1075734713853,,21.0,,sale,success,2018-01-31
25884,876589094397,1075747788285,,83.8,,sale,success,2018-01-31
25885,876592240125,1075751982589,,128.16,,sale,success,2018-01-31
25886,876602168829,1075764860413,,40.6,,sale,success,2018-01-31
25887,884435260925,1085335606781,,35.8,,sale,success,2018-02-08
25888,876605969917,1075769415165,,105.11,,sale,success,2018-01-31
25889,876612883965,1075778754045,,68.6,,sale,success,2018-01-31
25890,876615439869,1075782292989,,65.08,,sale,success,2018-01-31
25891,876629759485,1075801167357,,41.07,,sale,success,2018-01-31
25892,876635723261,1075808933373,,18.0,,sale,success,2018-01-31
25893,876648240637,1075824891389,,43.29,,sale,success,2018-01-31
25894,876648273405,1075824924157,,26.8,,sale,success,2018-01-31
25895,876648306173,1075824989693,,52.53,,sale,success,2018-01-31
25896,876650337789,1075827414525,,56.6,,sale,success,2018-01-31
25897,876676552189,1075860346365,,110.95,,sale,success,2018-01-31
25898,876690544125,1075879417341,,27.16,,sale,success,2018-01-31
25899,876692968957,1075882431997,,49.92,,sale,success,2018-01-31
25900,876693526013,1075882989053,,69.9,,sale,success,2018-01-31
25901,876701718013,1075892950525,,112.72,,sale,success,2018-01-31
25902,876708009469,1075901273597,,56.92,,sale,success,2018-01-31
25903,876712596989,1075907794429,,145.04,,sale,success,2018-01-31
25904,876743857661,1075949704701,,32.23,,sale,success,2018-01-31
25905,876745168381,1075951310333,,80.58,,sale,success,2018-01-31
25906,876764042749,1075977033213,,114.22,,sale,success,2018-02-01
25907,876766467581,1075980080637,,183.96,,sale,success,2018-02-01
25908,876781278717,1075999577597,,67.2,,sale,success,2018-02-01
25909,876798776829,1076019762685,,135.25,,sale,success,2018-02-01
25910,876804085245,1076025595389,,192.0,,sale,success,2018-02-01
25911,876829283837,1076053775869,,25.0,,sale,success,2018-02-01
25912,876829283837,1076053808637,,27.6,incorrect_zip,sale,failure,2018-02-01
25913,876829283837,1076053841405,1076053775869,25.0,,refund,success,2018-02-01
25914,876829283837,1076054431229,,25.0,,sale,success,2018-02-01
25915,876829283837,1076054463997,,27.6,,sale,success,2018-02-01
25916,876850517501,1076084413949,,37.4,,sale,success,2018-02-01
25917,876889708029,1076130158077,,105.4,,sale,success,2018-02-01
25918,876905993725,1076149949949,,41.2,,sale,success,2018-02-01
25919,876907894269,1076151850493,,121.6,,sale,success,2018-02-01
25920,877075109373,1076348261885,,81.08,,sale,success,2018-02-01
25921,877092902397,1076369397245,,115.11,,sale,success,2018-02-01
25922,877131208189,1076413863421,,85.84,,sale,success,2018-02-01
25923,877148542461,1076434015741,,64.6,,sale,success,2018-02-01
25924,865685771773,1076435621373,1061958784509,10.0,,refund,success,2018-02-01
25925,874546075133,1076446303741,1073184577021,12.4,,refund,success,2018-02-01
25926,874426570237,1076459181565,1073032599037,33.4,,refund,success,2018-02-01
25927,877222630909,1076521571837,,43.6,,sale,success,2018-02-01
25928,874547680765,1076535662077,1073186543101,34.38,,refund,success,2018-02-01
25929,874535622141,1076543624701,1073171994109,34.38,,refund,success,2018-02-01
25930,876569990653,1076552144381,1075721639421,17.74,,refund,success,2018-02-01
25931,877249762813,1076553061885,,55.88,,sale,success,2018-02-01
25932,874995029501,1076559615485,1073734063613,29.5,,refund,success,2018-02-01
25933,877258970621,1076563678717,,34.16,,sale,success,2018-02-01
25934,877272634877,1076579472893,,17.6,,sale,success,2018-02-01
25935,877288199677,1076596086269,,123.74,incorrect_zip,sale,failure,2018-02-01
25936,877288199677,1076597102077,,123.74,,sale,success,2018-02-01
25937,877293770237,1076603295229,,54.2,,sale,success,2018-02-01
25938,877328176637,1076644419069,,27.8,,sale,success,2018-02-01
25939,877354194429,1076674434557,,29.4,,sale,success,2018-02-01
25940,877357241853,1076678170109,,113.4,,sale,success,2018-02-01
25941,854132528637,1076707988989,1047767881213,7.0,,refund,success,2018-02-01
25942,874444396029,1085555840509,1073055962621,22.5,,refund,success,2018-02-08
25943,877385356797,1076711855613,,55.88,,sale,success,2018-02-01
25944,877405345277,1076737906173,,110.2,,sale,success,2018-02-01
25945,877423171069,1076758910461,,37.4,,sale,success,2018-02-01
25946,877429954045,1076767102461,,86.2,,sale,success,2018-02-01
25947,877430609405,1076767823357,,48.0,,sale,success,2018-02-01
25948,877444044285,1076785747453,,35.03,,sale,success,2018-02-01
25949,877463705085,1076809799165,,70.36,,sale,success,2018-02-01
25950,877473961469,1076822382077,,34.36,,sale,success,2018-02-01
25951,877510137341,1076857181693,,31.48,incorrect_zip,sale,failure,2018-02-01
25952,877510137341,1076861670909,,31.48,,sale,success,2018-02-01
25953,877534287357,1076889130493,,56.6,,sale,success,2018-02-01
25954,877539530237,1076894930429,,56.2,,sale,success,2018-02-01
25955,877554046461,1076911707645,,35.03,,sale,success,2018-02-01
25956,877560010237,1076914820605,,58.68,incorrect_zip,sale,failure,2018-02-01
25957,877560010237,1076916655613,,58.68,incorrect_zip,sale,failure,2018-02-01
25958,877560010237,1076918588925,,58.68,,sale,success,2018-02-01
25959,877573248509,1076934481405,,43.6,,sale,success,2018-02-01
25960,877588485629,1076953159165,,59.0,,sale,success,2018-02-01
25961,877595301373,1076960892413,,55.88,,sale,success,2018-02-01
25962,877596022269,1076961744381,,144.54,,sale,success,2018-02-01
25963,877597955581,1076962891261,,40.6,incorrect_zip,sale,failure,2018-02-01
25964,877597955581,1076964070909,,40.6,,sale,success,2018-02-01
25965,877602018813,1076969313789,,67.4,,sale,success,2018-02-01
25966,877606868477,1076975015421,,17.2,,sale,success,2018-02-01
25967,877628167677,1076999493117,,29.4,,sale,success,2018-02-01
25968,877628790269,1077000377853,,115.04,,sale,success,2018-02-01
25969,877640095229,1077013714429,,132.28,,sale,success,2018-02-01
25970,877666997757,1077046056445,,37.4,,sale,success,2018-02-01
25971,877696587261,1077080397309,,154.7,,sale,success,2018-02-01
25972,877731223037,1077118834173,,38.11,incorrect_zip,sale,failure,2018-02-01
25973,877731223037,1077120243197,,38.11,,sale,success,2018-02-01
25974,877743707645,1077135414781,,96.88,,sale,success,2018-02-01
25975,877783717373,1077181945341,,54.17,,sale,failure,2018-02-01
25976,877783717373,1077183747581,,54.17,,sale,success,2018-02-01
25977,877822940669,1077231097341,,41.6,,sale,success,2018-02-01
25978,877840176637,1077252462077,,63.8,,sale,success,2018-02-01
25979,877842994685,1077256033789,,100.84,,sale,success,2018-02-01
25980,877845419517,1077258950141,,117.38,,sale,success,2018-02-01
25981,877877073405,1077297059325,,99.16,,sale,success,2018-02-01
25982,877884675581,1077306070525,,67.44,,sale,success,2018-02-01
25983,877887329789,1077309707773,,15.32,,sale,success,2018-02-01
25984,877893326333,1077316785661,,30.04,,sale,success,2018-02-01
25985,877894374909,1077318129149,,89.78,,sale,success,2018-02-01
25986,877899519485,1077325010429,,13.57,,sale,success,2018-02-01
25987,877899847165,1077325403645,,62.2,,sale,success,2018-02-01
25988,877907645949,1077335004669,,108.8,,sale,success,2018-02-01
25989,877917050365,1077348013565,,27.15,,sale,success,2018-02-01
25990,877926028797,1077359285757,,66.57,,sale,success,2018-02-01
25991,877933893117,1077368722941,,128.77,,sale,success,2018-02-01
25992,877941233149,1077378225661,,86.2,,sale,success,2018-02-01
25993,877942347261,1077379700221,,43.79,,sale,success,2018-02-01
25994,877948638717,1077387433469,,24.4,,sale,success,2018-02-01
25995,877948704253,1077387499005,,31.62,,sale,success,2018-02-01
25996,877951391229,1077390415357,,103.0,,sale,success,2018-02-01
25997,877951456765,1077390480893,,38.76,,sale,success,2018-02-01
25998,878103401981,1077566477821,,27.16,,sale,success,2018-02-02
25999,878152521213,1077622937085,,67.0,,sale,success,2018-02-02
26000,878212158973,1077691127293,,99.5,,sale,success,2018-02-02
26001,878247646717,1077731366397,,38.0,,sale,success,2018-02-02
26002,878264292861,1077750732285,,54.52,,sale,success,2018-02-02
26003,878366725629,1077866894845,,75.0,,sale,success,2018-02-02
26004,878465291773,1077981877757,,62.85,,sale,success,2018-02-02
26005,878763349501,1078327842301,,83.43,,sale,success,2018-02-02
26006,879360415229,1079034287613,,105.1,,sale,success,2018-02-03
26007,879451117053,1079152186877,,82.56,,sale,success,2018-02-03
26008,879500596733,1079211726333,,25.4,,sale,success,2018-02-03
26009,879818118653,1079611627005,,68.1,,sale,success,2018-02-03
26010,880133608957,1080008381949,,51.1,,sale,success,2018-02-04
26011,880277231101,1080192013821,,20.0,,sale,success,2018-02-04
26012,880284341757,1080200762877,,56.28,,sale,success,2018-02-04
26013,877933893117,1080219997693,1077368722941,77.96,,refund,success,2018-02-04
26014,880305018365,1080229697021,,50.4,,sale,success,2018-02-04
26015,880348141053,1080288384509,,50.4,,sale,success,2018-02-04
26016,880365901309,1080310404605,,90.0,,sale,success,2018-02-04
26017,880387003901,1080334456317,,37.6,incorrect_zip,sale,failure,2018-02-04
26018,880387003901,1080336061949,,37.6,,sale,success,2018-02-04
26019,880456504829,1080426501629,,54.5,,sale,success,2018-02-04
26020,876519233021,1080487286269,1075657381373,37.4,,refund,success,2018-02-04
26021,876648240637,1080496133629,1075824891389,23.12,,refund,success,2018-02-04
26022,876474177021,1080498066941,1075601970685,22.4,,refund,success,2018-02-04
26023,876284843517,1080500590077,1075367417341,27.16,,refund,success,2018-02-04
26024,876829283837,1080505636349,1076054431229,25.0,,refund,success,2018-02-04
26025,876829283837,1080505669117,1076054463997,2.0,,refund,success,2018-02-04
26026,880574928381,1080573761021,,37.66,,sale,success,2018-02-04
26027,856607167997,1080598894077,1050790073853,23.0,,refund,success,2018-02-04
26028,854473840125,1080600860157,1048188229117,67.89,,refund,success,2018-02-04
26029,880598357501,1080601843197,,35.0,,sale,success,2018-02-04
26030,880662615549,1080680388093,,49.0,,sale,success,2018-02-04
26031,880670512637,1080691103229,,96.13,,sale,success,2018-02-04
26032,880688764413,1080714204669,,19.4,,sale,success,2018-02-04
26033,880711341565,1080744744445,,45.33,,sale,success,2018-02-04
26034,880712553981,1080746087933,,25.8,,sale,success,2018-02-04
26035,880779662845,1080828761597,,29.0,,sale,success,2018-02-04
26036,880790476285,1080842950141,,59.56,,sale,success,2018-02-04
26037,880797914621,1080852256253,,40.51,,sale,success,2018-02-04
26038,880817477117,1080877291005,,123.5,card_declined,sale,failure,2018-02-05
26039,880817477117,1080878077437,,123.5,,sale,success,2018-02-05
26040,880825112061,1080887416317,,95.5,,sale,success,2018-02-05
26041,880574928381,1081140549117,1080573761021,37.66,,refund,success,2018-02-05
26042,876474177021,1081307796989,1075601970685,17.92,,refund,success,2018-02-05
26043,881184544253,1081321264637,,26.16,,sale,success,2018-02-05
26044,881185723901,1081322575357,,22.75,,sale,success,2018-02-05
26045,881221834237,1081367270909,,35.0,,sale,success,2018-02-05
26046,881224226301,1081368286717,,45.33,,sale,failure,2018-02-05
26047,881224226301,1081370318333,,45.33,,sale,success,2018-02-05
26048,881239987709,1081391158781,,151.9,,sale,success,2018-02-05
26049,881253881341,1081408919037,,39.5,,sale,success,2018-02-05
26050,881262335485,1081419273725,,25.0,,sale,success,2018-02-05
26051,881266234877,1081423730173,,68.1,,sale,success,2018-02-05
26052,881285305853,1081446798845,,65.0,,sale,success,2018-02-05
26053,881285666301,1081447323133,,60.4,,sale,success,2018-02-05
26054,881293334013,1081456104957,,71.61,,sale,success,2018-02-05
26055,881304999421,1081469244925,,79.8,,sale,success,2018-02-05
26056,881305064957,1081469441533,,54.0,,sale,success,2018-02-05
26057,881371878909,1081552213501,,63.94,,sale,success,2018-02-05
26058,881396258301,1081582982653,,30.54,,sale,success,2018-02-05
26059,881429452285,1081626236413,,69.0,,sale,success,2018-02-05
26060,881463465469,1081669588477,,162.06,,sale,success,2018-02-05
26061,881466152445,1081672898045,,38.0,,sale,success,2018-02-05
26062,881473394173,1081682040317,,68.1,,sale,success,2018-02-05
26063,881556952573,1081787160061,,32.2,,sale,success,2018-02-05
26064,881558820349,1081789552125,,105.55,,sale,success,2018-02-05
26065,881560131069,1081791190525,,56.0,,sale,success,2018-02-05
26066,881563178493,1081794598397,,58.25,,sale,success,2018-02-05
26067,881584412157,1081821763069,,50.2,,sale,success,2018-02-05
26068,881619539453,1081866556925,,26.71,,sale,success,2018-02-05
26069,881239987709,1085558003197,1081391158781,28.0,,refund,success,2018-02-08
26070,881748841981,1082028070397,,114.25,,sale,success,2018-02-05
26071,881810118141,1082102715901,,45.33,,sale,success,2018-02-06
26072,881824110077,1082121033213,,45.33,,sale,success,2018-02-06
26073,867394885117,1082532304381,1064212272637,108.41,,refund,success,2018-02-06
26074,881224226301,1082536105469,1081370318333,45.33,,refund,success,2018-02-06
26075,874500396541,1082556356093,1073127921149,65.7,,refund,success,2018-02-06
26076,874516715005,1082561172989,1073148335613,63.51,,refund,success,2018-02-06
26077,882212640253,1082618516989,,23.0,,sale,success,2018-02-06
26078,865582978557,1082631132669,1061818275325,39.0,,refund,success,2018-02-06
26079,882266215933,1082683987453,,39.0,incorrect_zip,sale,failure,2018-02-06
26080,882266215933,1082685396477,,39.0,,sale,success,2018-02-06
26081,882319857149,1082750670333,,74.89,,sale,success,2018-02-06
26082,870066787837,1082879743485,1067591439869,28.0,,refund,success,2018-02-06
26083,854086686205,1082888820221,1047713650173,60.0,,refund,success,2018-02-06
26084,882453386749,1082914215421,,13.8,,sale,success,2018-02-06
26085,882616374781,1083111413245,,101.82,,sale,failure,2018-02-06
26086,882616374781,1083113313789,,101.82,,sale,success,2018-02-06
26087,882635511293,1083136808445,,29.0,,sale,success,2018-02-06
26088,882654647805,1083160335869,,32.2,,sale,success,2018-02-06
26089,882677257725,1083189302781,,81.0,,sale,success,2018-02-06
26090,882735781373,1083270141437,,75.0,,sale,success,2018-02-06
26091,882824877565,1083392759293,,66.68,,sale,success,2018-02-07
26092,883086202365,1083712706045,,41.0,,sale,success,2018-02-07
26093,831741269501,1083831260669,1020122207741,50.0,,refund,success,2018-02-07
26094,883189487101,1083849348605,,73.05,,sale,success,2018-02-07
26095,883195188733,1083856459261,,52.99,,sale,success,2018-02-07
26096,883204920829,1083867633149,,51.0,,sale,success,2018-02-07
26097,883219174909,1083885262333,,149.8,,sale,success,2018-02-07
26098,876798776829,1083885622781,1076019762685,115.63,,refund,success,2018-02-07
26099,883242112509,1083912918525,,53.8,,sale,success,2018-02-07
26100,883253155325,1083926025725,,24.0,,sale,success,2018-02-07
26101,883299194365,1083981731325,,25.4,,sale,success,2018-02-07
26102,868434449917,1084095043069,1065530398205,49.27,,refund,success,2018-02-07
26103,875596944893,1084097631741,1074518758909,33.96,,refund,success,2018-02-07
26104,874546075133,1084100285949,1073184577021,61.1,,refund,success,2018-02-07
26105,876095772157,1084102776317,1075128702461,33.95,,refund,success,2018-02-07
26106,883447600637,1084161562109,,65.0,,sale,success,2018-02-07
26107,883455727101,1084171261437,,124.0,,sale,success,2018-02-07
26108,883464148477,1084181059069,,59.2,,sale,success,2018-02-07
26109,883588109821,1084327073277,,111.6,,sale,success,2018-02-07
26110,883761878525,1084540720637,,20.0,,sale,success,2018-02-07
26111,883761878525,1084540753405,,39.1,,sale,success,2018-02-07
26112,883809523197,1084599997949,,59.0,,sale,success,2018-02-07
26113,883811685885,1084602684925,,108.41,,sale,success,2018-02-07
26114,883835704829,1084631455229,,96.1,,sale,success,2018-02-07
26115,884088346109,1084934919677,,28.5,,sale,success,2018-02-08
26116,884337481213,1085220328957,,74.89,incorrect_zip,sale,failure,2018-02-08
26117,884337481213,1085221115389,,74.89,,sale,success,2018-02-08
26118,884337481213,1085255390717,1085221115389,12.4,,refund,success,2018-02-08
26119,884371625469,1085260142077,,74.89,,sale,success,2018-02-08
26120,883464148477,1085264565757,1084181059069,59.2,,refund,success,2018-02-08
26121,884754617853,1085717321213,,36.57,,sale,success,2018-02-08
26122,884769330685,1085734229501,,112.79,,sale,success,2018-02-08
26123,884769330685,1085750253053,1085734229501,9.0,,refund,success,2018-02-08
26124,884805113341,1085780465149,,178.95,,sale,success,2018-02-08
26125,884805113341,1085815231997,1085780465149,50.0,,refund,success,2018-02-08
26126,884835784189,1085818738173,,113.88,,sale,success,2018-02-08
26127,885036226045,1086040053245,,132.2,,sale,success,2018-02-08
26128,885074400765,1086087796221,,100.0,,sale,success,2018-02-08
26129,885081216509,1086096774653,,68.1,,sale,success,2018-02-08
26130,885086492157,1086103295485,,37.6,,sale,success,2018-02-08
26131,885146490365,1086181807613,,105.3,,sale,success,2018-02-08
26132,885184501245,1086228108797,,42.04,,sale,success,2018-02-09
26133,885330220541,1086393980413,,273.55,,sale,success,2018-02-09
26134,885340771837,1086406039037,,51.0,,sale,success,2018-02-09
26135,885508511229,1086600222205,,51.1,,sale,success,2018-02-09
26136,885670778365,1086783329789,,26.71,,sale,success,2018-02-09
26137,885894190589,1087043474941,,120.0,,sale,success,2018-02-09
26138,885899924989,1087050126845,,29.0,,sale,success,2018-02-09
26139,886040270333,1087215146493,,68.2,,sale,success,2018-02-09
26140,886044792317,1087220225533,,35.8,,sale,success,2018-02-09
26141,886128743933,1087322625533,,48.8,,sale,success,2018-02-09
26142,886135625213,1087331145213,,37.66,,sale,success,2018-02-09
26143,886197589501,1087410640381,,105.55,,sale,success,2018-02-09
26144,886602077693,1087895311869,,37.66,,sale,success,2018-02-10
26145,886627407357,1087925294589,,85.12,,sale,success,2018-02-10
26146,886871430653,1088227284477,,26.16,,sale,success,2018-02-10
26147,886896858621,1088263820797,,65.5,,sale,success,2018-02-10
26148,887097038333,1088520492541,,56.28,,sale,success,2018-02-10
26149,887494317565,1089039308285,,62.8,,sale,success,2018-02-11
26150,887562114557,1089123620349,,59.56,,sale,success,2018-02-11
26151,887567750653,1089130108413,,47.4,incorrect_zip,sale,failure,2018-02-11
26152,887567095293,1089130370557,,33.0,,sale,success,2018-02-11
26153,887567750653,1089131222525,,47.4,,sale,success,2018-02-11
26154,887569618429,1089133712893,,30.4,,sale,success,2018-02-11
26155,887570208253,1089134302717,,65.0,,sale,success,2018-02-11
26156,887592588797,1089163499005,,39.0,,sale,success,2018-02-11
26157,854473905661,1089170642429,1048188392957,105.3,,refund,success,2018-02-11
26158,887605106173,1089180014077,,38.76,,sale,success,2018-02-11
26159,887605564925,1089180571133,,49.25,,sale,success,2018-02-11
26160,887611594237,1089188304381,,31.0,,sale,success,2018-02-11
26161,887620670973,1089199904253,,54.09,,sale,success,2018-02-11
26162,887651603965,1089239291389,,40.0,,sale,success,2018-02-11
26163,887657403901,1089246238205,,42.04,,sale,success,2018-02-11
26164,887659927037,1089249121789,,110.5,,sale,success,2018-02-11
26165,887670806013,1089263638013,,55.0,,sale,success,2018-02-11
26166,887677818365,1089272354301,,31.09,,sale,success,2018-02-11
26167,887690270205,1089287820797,,39.0,,sale,success,2018-02-11
26168,887696135677,1089295980029,,48.39,,sale,success,2018-02-11
26169,887728412157,1089335727613,,87.0,,sale,success,2018-02-11
26170,887762884093,1089378948605,,21.0,,sale,success,2018-02-11
26171,887833794045,1089465226749,,146.0,,sale,success,2018-02-11
26172,847738476029,1089472435709,1039947142653,23.0,,refund,success,2018-02-11
26173,877845419517,1089477383677,1077258950141,117.38,,refund,success,2018-02-11
26174,877430609405,1089478989309,1076767823357,41.0,,refund,success,2018-02-11
26175,875348727293,1089481676285,1074192291325,28.0,,refund,success,2018-02-11
26176,875993568765,1089485805053,1075003528701,54.31,,refund,success,2018-02-11
26177,869797795325,1089488754173,1067253831165,35.1,,refund,success,2018-02-11
26178,869376169469,1089492981245,1066729510397,52.56,,refund,success,2018-02-11
26179,874489091581,1089498191357,1073113372157,39.5,,refund,success,2018-02-11
26180,854261962237,1089503860221,1047921169917,81.14,,refund,success,2018-02-11
26181,854171653629,1089506285053,1047810807293,55.0,,refund,success,2018-02-11
26182,874457568765,1089507726845,1073072707069,17.5,,refund,success,2018-02-11
26183,870737319421,1089509070333,1068418307581,47.5,,refund,success,2018-02-11
26184,884805113341,1089511593469,1085780465149,17.5,,refund,success,2018-02-11
26185,870737319421,1089609766397,1068418307581,7.0,,refund,success,2018-02-11
26186,869109175805,1089625953789,1066395145725,57.87,,refund,success,2018-02-11
26187,887991145981,1089656788477,,20.58,,sale,failure,2018-02-11
26188,887991145981,1089657181693,,20.58,,sale,success,2018-02-11
26189,887997863421,1089666160125,,74.89,,sale,success,2018-02-11
26190,888009758205,1089680741885,,31.0,,sale,success,2018-02-11
26191,888092562941,1089784714749,,59.01,,sale,success,2018-02-11
26192,888141714941,1089846285821,,62.8,,sale,success,2018-02-11
26193,888253322749,1089992398333,,99.0,,sale,success,2018-02-12
26194,888620258813,1090449643005,,115.35,,sale,success,2018-02-12
26195,888631236093,1090463340029,,25.0,,sale,success,2018-02-12
26196,887657403901,1090500007421,1089246238205,42.04,,refund,success,2018-02-12
26197,887690270205,1090507707901,1089287820797,39.0,,refund,success,2018-02-12
26198,887611594237,1090510886397,1089188304381,31.0,,refund,success,2018-02-12
26199,888669345277,1090512131581,,153.74,,sale,success,2018-02-12
26200,887605564925,1090514589181,1089180571133,49.25,,refund,success,2018-02-12
26201,888674653693,1090519438845,,10.0,,sale,success,2018-02-12
26202,888674653693,1090519471613,,32.04,,sale,success,2018-02-12
26203,886128743933,1090555385341,1087322625533,23.8,,refund,success,2018-02-12
26204,887659927037,1090620364285,1089249121789,58.0,,refund,success,2018-02-12
26205,887728412157,1090622887421,1089335727613,45.0,,refund,success,2018-02-12
26206,888794191357,1090673939965,,65.5,,sale,success,2018-02-12
26207,787107583485,1090678330877,964588312061,25.91,,refund,success,2018-02-12
26208,888860415485,1090762741245,,68.1,,sale,success,2018-02-12
26209,889070294525,1090799244797,,48.39,incorrect_zip,sale,failure,2018-02-12
26210,889070294525,1090801014269,,48.39,incorrect_zip,sale,failure,2018-02-12
26211,854245709309,1090803734013,1047901640189,55.8,,refund,success,2018-02-12
26212,854364395005,1090806289917,1048050406909,40.52,,refund,success,2018-02-12
26213,877894374909,1090813990397,1077318129149,82.78,,refund,success,2018-02-12
26214,872291407357,1090817889789,1070274221565,39.06,,refund,success,2018-02-12
26215,888905307645,1090827884029,,32.92,,sale,success,2018-02-12
26216,877743707645,1090830996989,1077135414781,89.88,,refund,success,2018-02-12
26217,888937354749,1090874250749,,35.47,,sale,success,2018-02-12
26218,888939943421,1090877625853,,63.17,,sale,success,2018-02-12
26219,889066362365,1091045332477,,59.2,,sale,success,2018-02-12
26220,889070294525,1091049625085,,48.39,incorrect_zip,sale,failure,2018-02-12
26221,888674653693,1092375221757,1090519438845,10.0,,refund,success,2018-02-13
26222,889070294525,1091050968573,,48.39,,sale,success,2018-02-12
26223,889100015101,1091089962493,,55.4,,sale,success,2018-02-12
26224,889123182077,1091120240125,,72.16,,sale,success,2018-02-12
26225,889230824957,1091266876925,,151.18,,sale,success,2018-02-12
26226,889247176189,1091289323005,,23.8,,sale,success,2018-02-12
26227,889264379389,1091312489981,,41.0,,sale,success,2018-02-12
26228,889270310397,1091321304573,,46.5,,sale,success,2018-02-12
26229,889323132413,1091397490173,,78.1,,sale,success,2018-02-12
26230,889404167677,1091501364733,,33.83,,sale,success,2018-02-13
26231,889648289277,1091815380477,,49.75,,sale,success,2018-02-13
26232,789124978173,1091895498237,967152539133,19.2,,refund,success,2018-02-13
